album_type,total_tracks,external_urls,href,id,images,name,release_date,release_date_precision,type,uri,copyrights,external_ids,genres,label,popularity,artist_id
album,18,{'spotify': 'https://open.spotify.com/album/2WFFcvzM0CgLaSq4MSkyZk'},https://api.spotify.com/v1/albums/2WFFcvzM0CgLaSq4MSkyZk,2WFFcvzM0CgLaSq4MSkyZk,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02a0aea3805ed6a87aa394c796', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851a0aea3805ed6a87aa394c796', 'height': 64, 'width': 64}]",- (Deluxe),2023-05-05,day,album,spotify:album:2WFFcvzM0CgLaSq4MSkyZk,"[{'text': 'An Asylum Records UK release, a division of Atlantic Records UK, © 2023 Warner Music UK Limited', 'type': 'C'}, {'text': 'An Asylum Records UK release, a division of Atlantic Records UK, ℗ 2023 Warner Music UK Limited', 'type': 'P'}]",{'upc': '5054197569722'},[],Atlantic Records UK,73,6eUKZXaKkcviH0Ku9w2n3V
album,23,{'spotify': 'https://open.spotify.com/album/2CIOGAByaHyjQ1EO55JSzC'},https://api.spotify.com/v1/albums/2CIOGAByaHyjQ1EO55JSzC,2CIOGAByaHyjQ1EO55JSzC,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273737c1bef4d45db62ac6dd2f1', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02737c1bef4d45db62ac6dd2f1', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851737c1bef4d45db62ac6dd2f1', 'height': 64, 'width': 64}]",= (Tour Edition),2022-05-27,day,album,spotify:album:2CIOGAByaHyjQ1EO55JSzC,"[{'text': 'An Asylum Records UK release, a division of Atlantic Records UK, © 2022 Warner Music UK Limited', 'type': 'C'}, {'text': 'An Asylum Records UK release, a division of Atlantic Records UK, ℗ 2022 Warner Music UK Limited, with the exception of tracks 1-14 (P) 2021, track 15 (P) 2020 and track 23 (p) 2021 YBL Nation/EMPIRE, An Island records/Empire release', 'type': 'P'}]",{'upc': '5054197180880'},[],Atlantic Records UK,56,6eUKZXaKkcviH0Ku9w2n3V
album,14,{'spotify': 'https://open.spotify.com/album/32iAEBstCjauDhyKpGjTuq'},https://api.spotify.com/v1/albums/32iAEBstCjauDhyKpGjTuq,32iAEBstCjauDhyKpGjTuq,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ef24c3fdbf856340d55cfeb2', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ef24c3fdbf856340d55cfeb2', 'height': 64, 'width': 64}]",=,2021-10-25,day,album,spotify:album:32iAEBstCjauDhyKpGjTuq,"[{'text': 'An Asylum Records UK release, a division of Atlantic Records UK, © 2021 Warner Music UK Limited', 'type': 'C'}, {'text': 'An Asylum Records UK release, a division of Atlantic Records UK, ℗ 2021 Warner Music UK Limited', 'type': 'P'}]",{'upc': '190296491429'},[],Atlantic Records UK,82,6eUKZXaKkcviH0Ku9w2n3V
album,14,{'spotify': 'https://open.spotify.com/album/0a28QsFN8zbrWSvbSQ40PI'},https://api.spotify.com/v1/albums/0a28QsFN8zbrWSvbSQ40PI,0a28QsFN8zbrWSvbSQ40PI,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27320384043656216cb372f9739', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0220384043656216cb372f9739', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485120384043656216cb372f9739', 'height': 64, 'width': 64}]",2step (The Remixes),2021-10-25,day,album,spotify:album:0a28QsFN8zbrWSvbSQ40PI,"[{'text': 'An Asylum Records UK release, a division of Atlantic Records UK, © 2022 Warner Music UK Limited', 'type': 'C'}, {'text': 'An Asylum Records UK release, a division of Atlantic Records UK, ℗ 2022 Warner Music UK Limited', 'type': 'P'}]",{'upc': '5054197194122'},[],Atlantic Records UK,48,6eUKZXaKkcviH0Ku9w2n3V
album,15,{'spotify': 'https://open.spotify.com/album/3oIFxDIo2fwuk4lwCmFZCx'},https://api.spotify.com/v1/albums/3oIFxDIo2fwuk4lwCmFZCx,3oIFxDIo2fwuk4lwCmFZCx,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0273304ce0653c7758dd94b259', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485173304ce0653c7758dd94b259', 'height': 64, 'width': 64}]",No.6 Collaborations Project,2019-07-12,day,album,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,"[{'text': '© 2019 Warner Music UK Limited.', 'type': 'C'}, {'text': '℗ 2019 An Asylum Records UK release, a division of Atlantic Records UK; ℗ 2019 Warner Music UK Limited except track 6 ℗ 2019 Warner Music UK / Def Jam Recordings, a division of UMG Recordings, Inc', 'type': 'P'}]",{'upc': '190295384234'},[],Atlantic Records UK,78,6eUKZXaKkcviH0Ku9w2n3V
album,16,{'spotify': 'https://open.spotify.com/album/3T4tUhGYeRNVUGevb0wThu'},https://api.spotify.com/v1/albums/3T4tUhGYeRNVUGevb0wThu,3T4tUhGYeRNVUGevb0wThu,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ba5db46f4b838ef6027e6f96', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ba5db46f4b838ef6027e6f96', 'height': 64, 'width': 64}]",÷ (Deluxe),2017-03-03,day,album,spotify:album:3T4tUhGYeRNVUGevb0wThu,"[{'text': '© 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.', 'type': 'C'}, {'text': '℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.', 'type': 'P'}]",{'upc': '190295851330'},[],Atlantic Records UK,89,6eUKZXaKkcviH0Ku9w2n3V
album,23,{'spotify': 'https://open.spotify.com/album/0MeOIA0wwSa6nW79jy8QcZ'},https://api.spotify.com/v1/albums/0MeOIA0wwSa6nW79jy8QcZ,0MeOIA0wwSa6nW79jy8QcZ,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273407981084d79d283e24d428e', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02407981084d79d283e24d428e', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851407981084d79d283e24d428e', 'height': 64, 'width': 64}]",x (Wembley Edition),2015-11-13,day,album,spotify:album:0MeOIA0wwSa6nW79jy8QcZ,"[{'text': '© 2015 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company.', 'type': 'C'}, {'text': '℗ 2014 / 2015 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company. Except track 16 2013 Warner Bros. Entertainment Inc. and Metro-Goldwyn Mayer Pictures Inc.', 'type': 'P'}]",{'upc': '825646962679'},[],Atlantic Records UK,59,6eUKZXaKkcviH0Ku9w2n3V
album,16,{'spotify': 'https://open.spotify.com/album/1xn54DMo2qIqBuMqHtUsFd'},https://api.spotify.com/v1/albums/1xn54DMo2qIqBuMqHtUsFd,1xn54DMo2qIqBuMqHtUsFd,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0213b3e37318a0c247b550bccd', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485113b3e37318a0c247b550bccd', 'height': 64, 'width': 64}]",x (Deluxe Edition),2014-06-21,day,album,spotify:album:1xn54DMo2qIqBuMqHtUsFd,"[{'text': '© 2014 Asylum Records UK, a Warner Music UK Company', 'type': 'C'}, {'text': '℗ 2014 Asylum Records UK, a Warner Music UK Company, except track 16 2013 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.', 'type': 'P'}]",{'upc': '825646284535'},[],Atlantic Records UK,83,6eUKZXaKkcviH0Ku9w2n3V
album,32,{'spotify': 'https://open.spotify.com/album/2hyDesSAYNefikDJXlqhPE'},https://api.spotify.com/v1/albums/2hyDesSAYNefikDJXlqhPE,2hyDesSAYNefikDJXlqhPE,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2732fec3ad10ab2f3a637e7a127', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e022fec3ad10ab2f3a637e7a127', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048512fec3ad10ab2f3a637e7a127', 'height': 64, 'width': 64}]",5,2014-06-20,day,album,spotify:album:2hyDesSAYNefikDJXlqhPE,"[{'text': '© 2014 Warner Music UK LImited', 'type': 'C'}, {'text': '℗ 2014 Warner Music UK LImited', 'type': 'P'}]",{'upc': '825646089048'},[],Gingerbread Man Records,53,6eUKZXaKkcviH0Ku9w2n3V
album,8,{'spotify': 'https://open.spotify.com/album/3QbPtoOWiJqZurXXxJwaOD'},https://api.spotify.com/v1/albums/3QbPtoOWiJqZurXXxJwaOD,3QbPtoOWiJqZurXXxJwaOD,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273bc17a9c21d5a81d341945ed2', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02bc17a9c21d5a81d341945ed2', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851bc17a9c21d5a81d341945ed2', 'height': 64, 'width': 64}]",Loose Change,2011-12-09,day,album,spotify:album:3QbPtoOWiJqZurXXxJwaOD,"[{'text': '© 2010 Ed Sheeran under exclusive license to Warner Music UK Limited', 'type': 'C'}, {'text': '℗ 2010 All tracks (p) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 (p) 2011Paw Print Records under exclusive license to Warner Music UK Limited', 'type': 'P'}]",{'upc': '825646621651'},[],Atlantic Records UK,44,6eUKZXaKkcviH0Ku9w2n3V
album,6,{'spotify': 'https://open.spotify.com/album/4JUtnlZKdLr01xEIymhm0G'},https://api.spotify.com/v1/albums/4JUtnlZKdLr01xEIymhm0G,4JUtnlZKdLr01xEIymhm0G,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2734dc715d4872af21780dc2b1e', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e024dc715d4872af21780dc2b1e', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048514dc715d4872af21780dc2b1e', 'height': 64, 'width': 64}]",Live at the Bedford,2011-12-09,day,album,spotify:album:4JUtnlZKdLr01xEIymhm0G,"[{'text': '© 2010 Ed Sheeran under exclusive license to Warner Music UK Limited', 'type': 'C'}, {'text': '℗ 2010 Paw Print Records under exclusive license to Warner Music UK Limited', 'type': 'P'}]",{'upc': '825646621668'},[],Atlantic Records UK,34,6eUKZXaKkcviH0Ku9w2n3V
album,8,{'spotify': 'https://open.spotify.com/album/6DpIyaMgt5p9HlGd1c0LDM'},https://api.spotify.com/v1/albums/6DpIyaMgt5p9HlGd1c0LDM,6DpIyaMgt5p9HlGd1c0LDM,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2733c33fbe943babf9510e3715c', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e023c33fbe943babf9510e3715c', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048513c33fbe943babf9510e3715c', 'height': 64, 'width': 64}]",No.5 Collaborations Project,2011-09-09,day,album,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,"[{'text': '© 2010 Ed Sheeran under exclusive license to Warner Music UK Limited', 'type': 'C'}, {'text': '℗ 2010 Paw Print Records under exclusive license to Warner Music UK Limited', 'type': 'P'}]",{'upc': '825646621132'},[],Atlantic Records UK,40,6eUKZXaKkcviH0Ku9w2n3V
album,16,{'spotify': 'https://open.spotify.com/album/02pi98kE0nra0yBqCStzbC'},https://api.spotify.com/v1/albums/02pi98kE0nra0yBqCStzbC,02pi98kE0nra0yBqCStzbC,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2736567a393a964a845a89b7f70', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e026567a393a964a845a89b7f70', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048516567a393a964a845a89b7f70', 'height': 64, 'width': 64}]",+,2011-09-09,day,album,spotify:album:02pi98kE0nra0yBqCStzbC,"[{'text': '© 2011 Warner Music UK Limited', 'type': 'C'}, {'text': '℗ 2011 Warner Music UK Limited', 'type': 'P'}]",{'upc': '825646658398'},[],Atlantic Records UK,74,6eUKZXaKkcviH0Ku9w2n3V
single,6,{'spotify': 'https://open.spotify.com/album/5uwmamGSJ3ayFsFflf8Wp5'},https://api.spotify.com/v1/albums/5uwmamGSJ3ayFsFflf8Wp5,5uwmamGSJ3ayFsFflf8Wp5,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27387b85225d24eda2d6d77d330', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0287b85225d24eda2d6d77d330', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485187b85225d24eda2d6d77d330', 'height': 64, 'width': 64}]",kiss me under the light of a thousand stars,2024-09-18,day,album,spotify:album:5uwmamGSJ3ayFsFflf8Wp5,"[{'text': 'A Gingerbread Man Records and Atlantic Records UK release, ℗ & © 2024 Ed Sheeran Limited under exclusive license to Warner Music UK Limited', 'type': 'C'}, {'text': 'A Gingerbread Man Records and Atlantic Records UK release, ℗ & © 2024 Ed Sheeran Limited under exclusive license to Warner Music UK Limited', 'type': 'P'}]",{'upc': '5059460334533'},[],Warner Music UK Ltd,43,6eUKZXaKkcviH0Ku9w2n3V
single,6,{'spotify': 'https://open.spotify.com/album/4y3pLcRLyhwZmrTtODJzGJ'},https://api.spotify.com/v1/albums/4y3pLcRLyhwZmrTtODJzGJ,4y3pLcRLyhwZmrTtODJzGJ,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273d8333416eda952d2854a4bb4', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02d8333416eda952d2854a4bb4', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851d8333416eda952d2854a4bb4', 'height': 64, 'width': 64}]",my forgotten favourites,2024-09-04,day,album,spotify:album:4y3pLcRLyhwZmrTtODJzGJ,"[{'text': 'An Atlantic Records UK release, ℗ & © 2024 Warner Music UK Limited', 'type': 'C'}, {'text': 'An Atlantic Records UK release, ℗ & © 2024 Warner Music UK Limited', 'type': 'P'}]",{'upc': '5059460329867'},[],Warner Music UK Ltd,43,6eUKZXaKkcviH0Ku9w2n3V
single,6,{'spotify': 'https://open.spotify.com/album/5A2hjk2MoqkDqGYsAfUiAz'},https://api.spotify.com/v1/albums/5A2hjk2MoqkDqGYsAfUiAz,5A2hjk2MoqkDqGYsAfUiAz,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27324f269aefee395addb6cff1c', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0224f269aefee395addb6cff1c', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485124f269aefee395addb6cff1c', 'height': 64, 'width': 64}]",names in lights at stadium heights,2024-08-21,day,album,spotify:album:5A2hjk2MoqkDqGYsAfUiAz,"[{'text': 'A Gingerbread Man Records and Atlantic Records UK release, ℗ & © 2024 Ed Sheeran Limited under exclusive license to Warner Music UK Limited', 'type': 'C'}, {'text': 'A Gingerbread Man Records and Atlantic Records UK release, ℗ & © 2024 Ed Sheeran Limited under exclusive license to Warner Music UK Limited', 'type': 'P'}]",{'upc': '5059460327061'},[],Warner Music UK Ltd,34,6eUKZXaKkcviH0Ku9w2n3V
album,23,{'spotify': 'https://open.spotify.com/album/31hcgCSu4mlA82syOFItur'},https://api.spotify.com/v1/albums/31hcgCSu4mlA82syOFItur,31hcgCSu4mlA82syOFItur,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273333c01a0f55915549caf5623', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02333c01a0f55915549caf5623', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851333c01a0f55915549caf5623', 'height': 64, 'width': 64}]",The Death of Slim Shady (Coup De Grâce): Expanded Mourner’s Edition,2024-09-13,day,album,spotify:album:31hcgCSu4mlA82syOFItur,"[{'text': '© 2024 Marshall B. Mathers III', 'type': 'C'}, {'text': '℗ 2024 Marshall B. Mathers III', 'type': 'P'}]",{'upc': '00602475208686'},[],Shady/Aftermath/Interscope Records,77,7dGJo4pcD2V6oG8kP0tJRR
album,19,{'spotify': 'https://open.spotify.com/album/3kjHLu1pL7tdY88GFwEkl6'},https://api.spotify.com/v1/albums/3kjHLu1pL7tdY88GFwEkl6,3kjHLu1pL7tdY88GFwEkl6,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e021633c43b5695735f7de36487', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048511633c43b5695735f7de36487', 'height': 64, 'width': 64}]",The Death of Slim Shady (Coup De Grâce),2024-07-12,day,album,spotify:album:3kjHLu1pL7tdY88GFwEkl6,"[{'text': '© 2024 Marshall B. Mathers III', 'type': 'C'}, {'text': '℗ 2024 Marshall B. Mathers III', 'type': 'P'}]",{'upc': '00602468036654'},[],Shady/Aftermath/Interscope Records,86,7dGJo4pcD2V6oG8kP0tJRR
album,27,{'spotify': 'https://open.spotify.com/album/5EUgcfO5OWxnniHR3QYFcK'},https://api.spotify.com/v1/albums/5EUgcfO5OWxnniHR3QYFcK,5EUgcfO5OWxnniHR3QYFcK,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c926cc5c75394291893ee86b', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c926cc5c75394291893ee86b', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c926cc5c75394291893ee86b', 'height': 64, 'width': 64}]",The Marshall Mathers LP2 (Expanded Edition),2023-11-03,day,album,spotify:album:5EUgcfO5OWxnniHR3QYFcK,"[{'text': '© 2023 UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2023 UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602458610062'},[],Aftermath,57,7dGJo4pcD2V6oG8kP0tJRR
album,35,{'spotify': 'https://open.spotify.com/album/3aTuW4BtsyyyyQa9LKqj8n'},https://api.spotify.com/v1/albums/3aTuW4BtsyyyyQa9LKqj8n,3aTuW4BtsyyyyQa9LKqj8n,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273145454b151d01ca3305bbd60', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02145454b151d01ca3305bbd60', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851145454b151d01ca3305bbd60', 'height': 64, 'width': 64}]",Curtain Call 2,2022-08-05,day,album,spotify:album:3aTuW4BtsyyyyQa9LKqj8n,"[{'text': '© 2022 Marshall B. Mathers III', 'type': 'C'}, {'text': '℗ 2022 Marshall B. Mathers III', 'type': 'P'}]",{'upc': '00602448322043'},[],Aftermath,64,7dGJo4pcD2V6oG8kP0tJRR
album,38,{'spotify': 'https://open.spotify.com/album/6EzbFdrwvWpnpUjzrR57aU'},https://api.spotify.com/v1/albums/6EzbFdrwvWpnpUjzrR57aU,6EzbFdrwvWpnpUjzrR57aU,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273a18291a1854b9b6371ff9663', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02a18291a1854b9b6371ff9663', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851a18291a1854b9b6371ff9663', 'height': 64, 'width': 64}]",The Eminem Show (Expanded Edition),2022-05-26,day,album,spotify:album:6EzbFdrwvWpnpUjzrR57aU,"[{'text': '© 2022 UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2022 UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602445937202'},[],Aftermath,62,7dGJo4pcD2V6oG8kP0tJRR
album,36,{'spotify': 'https://open.spotify.com/album/3MKvhQoFSrR2PrxXXBHe9B'},https://api.spotify.com/v1/albums/3MKvhQoFSrR2PrxXXBHe9B,3MKvhQoFSrR2PrxXXBHe9B,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273b84b0516d901f95461bb5165', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02b84b0516d901f95461bb5165', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851b84b0516d901f95461bb5165', 'height': 64, 'width': 64}]",Music To Be Murdered By - Side B (Deluxe Edition),2020-12-18,day,album,spotify:album:3MKvhQoFSrR2PrxXXBHe9B,"[{'text': '© 2020 Marshall B. Mathers III', 'type': 'C'}, {'text': '℗ 2020 Marshall B. Mathers III', 'type': 'P'}]",{'upc': '00602435658667'},[],Shady/Aftermath/Interscope Records,68,7dGJo4pcD2V6oG8kP0tJRR
album,20,{'spotify': 'https://open.spotify.com/album/4otkd9As6YaxxEkIjXPiZ6'},https://api.spotify.com/v1/albums/4otkd9As6YaxxEkIjXPiZ6,4otkd9As6YaxxEkIjXPiZ6,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e022f44aec83b20e40f3baef73c', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048512f44aec83b20e40f3baef73c', 'height': 64, 'width': 64}]",Music To Be Murdered By,2020-01-17,day,album,spotify:album:4otkd9As6YaxxEkIjXPiZ6,"[{'text': '© 2020 Marshall B. Mathers III', 'type': 'C'}, {'text': '℗ 2020 Marshall B. Mathers III', 'type': 'P'}]",{'upc': '00602508735134'},[],Shady/Aftermath/Interscope Records,78,7dGJo4pcD2V6oG8kP0tJRR
album,13,{'spotify': 'https://open.spotify.com/album/3HNnxK7NgLXbDoxRZxNWiR'},https://api.spotify.com/v1/albums/3HNnxK7NgLXbDoxRZxNWiR,3HNnxK7NgLXbDoxRZxNWiR,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273e4073def0c03a91e3fceaf73', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02e4073def0c03a91e3fceaf73', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851e4073def0c03a91e3fceaf73', 'height': 64, 'width': 64}]",Kamikaze,2018-08-31,day,album,spotify:album:3HNnxK7NgLXbDoxRZxNWiR,"[{'text': '© 2018 Aftermath Records', 'type': 'C'}, {'text': '℗ 2018 Aftermath Records', 'type': 'P'}]",{'upc': '00602577045882'},[],Aftermath,74,7dGJo4pcD2V6oG8kP0tJRR
album,19,{'spotify': 'https://open.spotify.com/album/0U6ldwLBEMkwgfQRY4V6D2'},https://api.spotify.com/v1/albums/0U6ldwLBEMkwgfQRY4V6D2,0U6ldwLBEMkwgfQRY4V6D2,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273dee6b58d35215322626b5701', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02dee6b58d35215322626b5701', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851dee6b58d35215322626b5701', 'height': 64, 'width': 64}]",Revival,2017-12-15,day,album,spotify:album:0U6ldwLBEMkwgfQRY4V6D2,"[{'text': '© 2017 Aftermath Records', 'type': 'C'}, {'text': '℗ 2017 Aftermath Records', 'type': 'P'}]",{'upc': '00602567311874'},[],Aftermath,69,7dGJo4pcD2V6oG8kP0tJRR
album,21,{'spotify': 'https://open.spotify.com/album/6DN7GcZF1HywzrkGN6Eeqk'},https://api.spotify.com/v1/albums/6DN7GcZF1HywzrkGN6Eeqk,6DN7GcZF1HywzrkGN6Eeqk,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c6338d684995af10c2bf0533', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c6338d684995af10c2bf0533', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c6338d684995af10c2bf0533', 'height': 64, 'width': 64}]",The Marshall Mathers LP2 (Deluxe),2013-11-05,day,album,spotify:album:6DN7GcZF1HywzrkGN6Eeqk,"[{'text': '© 2013 Aftermath Records', 'type': 'C'}, {'text': '℗ 2013 Aftermath Records', 'type': 'P'}]",{'upc': '00602537642960'},[],Aftermath,73,7dGJo4pcD2V6oG8kP0tJRR
album,19,{'spotify': 'https://open.spotify.com/album/1gUI4keDXbeSil6rwY9qUm'},https://api.spotify.com/v1/albums/1gUI4keDXbeSil6rwY9qUm,1gUI4keDXbeSil6rwY9qUm,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2731afee6fb3a4ca2f049dd69b5', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e021afee6fb3a4ca2f049dd69b5', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048511afee6fb3a4ca2f049dd69b5', 'height': 64, 'width': 64}]",Recovery (Deluxe Edition),2010-06-21,day,album,spotify:album:1gUI4keDXbeSil6rwY9qUm,"[{'text': '© 2010 Aftermath Records', 'type': 'C'}, {'text': '℗ 2010 Aftermath Records', 'type': 'P'}]",{'upc': '00602507352660'},[],Aftermath,57,7dGJo4pcD2V6oG8kP0tJRR
album,17,{'spotify': 'https://open.spotify.com/album/47BiFcV59TQi2s9SkBo2pb'},https://api.spotify.com/v1/albums/47BiFcV59TQi2s9SkBo2pb,47BiFcV59TQi2s9SkBo2pb,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c08d5fa5c0f1a834acef5100', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c08d5fa5c0f1a834acef5100', 'height': 64, 'width': 64}]",Recovery,2010-06-18,day,album,spotify:album:47BiFcV59TQi2s9SkBo2pb,"[{'text': '© 2010 Aftermath Records', 'type': 'C'}, {'text': '℗ 2010 Aftermath Records', 'type': 'P'}]",{'upc': '00602527394527'},[],Aftermath,83,7dGJo4pcD2V6oG8kP0tJRR
